
Order_ID,Customer_ID,Product_ID,Order_Date,Order_Status,Order_Quantity,Unit_Price,Discount,Shipping_Mode,Shipping_Carrier,Shipping_Date_Scheduled,Shipping_Date_Actual,Delivery_Status,Late_Delivery_Risk_Flag,VAT_Rate,COGS,Unit_Price_Effective,Order_Total,VAT_Amount,Profit_Per_Order
ORD0000044,CUST00371,PROD00126,2024-02-05,Completed,3,200.29,0.07,Same Day,CarrierD,2024-02-07,2024-02-11,Late,1,0.19,264.87,186.26969999999997,558.8091,106.173729,293.93909999999994
ORD0000045,CUST00424,PROD00164,2022-07-07,Pending,3,193.59,0.19,Economy,CarrierC,2022-07-12,2022-07-12,On Time,0,0.1,328.44,156.80790000000002,470.42370000000005,47.042370000000005,141.98370000000006
ORD0000046,CUST00399,PROD00151,2022-01-31,Completed,7,260.06,0.01,Economy,CarrierE,2022-02-04,2022-02-05,Late,1,0.21,1274.77,257.4594,1802.2158000000002,378.465318,527.4458000000002
ORD0000047,CUST00149,PROD00168,2022-09-16,Completed,5,177.65,0.23,Economy,CarrierB,2022-09-21,2022-09-22,Late,1,0.21,206.85,136.7905,683.9525000000001,143.63002500000002,477.1025000000001
ORD0000048,CUST00431,PROD00005,2023-11-06,Completed,1,128.35,0.1,Standard,CarrierB,2023-11-08,2023-11-12,Late,1,0.1,35.42,115.515,115.515,11.5515,80.095
ORD0000049,CUST00457,PROD00034,2022-12-10,Completed,3,266.45,0.21,Same Day,CarrierB,2022-12-14,2022-12-16,Late,1,0.19,570.09,210.4955,631.4865,119.982435,61.396499999999946
ORD0000050,CUST00309,PROD00024,2022-11-04,Completed,5,134.76,0.08,Same Day,CarrierB,2022-11-05,2022-11-05,On Time,0,0.19,382.2,123.97919999999999,619.896,117.78023999999999,237.69599999999997
ORD0000051,CUST00137,PROD00145,2022-03-12,Completed,4,123.32,0.18,Economy,CarrierD,2022-03-14,2022-03-15,Late,1,0.0,242.16,101.1224,404.4896,0.0,162.3296
ORD0000052,CUST00202,PROD00095,2022-11-03,Completed,3,178.76,0.14,Same Day,CarrierA,2022-11-04,2022-11-07,Late,1,0.21,466.02,153.7336,461.20079999999996,96.85216799999999,-4.8192000000000235
ORD0000053,CUST00436,PROD00071,2023-07-22,Completed,4,277.95,0.11,Economy,CarrierD,2023-07-24,2023-07-28,Late,1,0.25,622.36,247.3755,989.502,247.3755,367.14199999999994
ORD0000054,CUST00313,PROD00092,2022-04-09,Pending,4,154.5,0.25,Same Day,CarrierA,2022-04-11,2022-04-12,Late,1,0.0,576.32,115.875,463.5,0.0,-112.82000000000005
ORD0000055,CUST00117,PROD00125,2022-01-21,Pending,4,192.91,0.2,Standard,CarrierB,2022-01-25,2022-01-26,Late,1,0.18,197.8,154.328,617.312,111.11616,419.512
ORD0000056,CUST00154,PROD00022,2024-06-15,Completed,3,119.6,0.03,Economy,CarrierA,2024-06-17,2024-06-18,Late,1,0.2,96.60000000000001,116.01199999999999,348.03599999999994,69.60719999999999,251.43599999999992
ORD0000057,CUST00425,PROD00015,2023-09-12,Completed,2,148.73,0.24,Economy,CarrierA,2023-09-18,2023-09-22,Late,1,0.18,80.92,113.03479999999999,226.06959999999998,40.692527999999996,145.14959999999996
ORD0000058,CUST00291,PROD00101,2023-07-19,Completed,7,23.62,0.12,Standard,CarrierE,2023-07-24,2023-07-25,Late,1,0.18,77.91000000000001,20.785600000000002,145.49920000000003,26.189856000000006,67.58920000000002
ORD0000059,CUST00063,PROD00015,2022-01-06,Completed,5,148.73,0.16,Economy,CarrierE,2022-01-10,2022-01-11,Late,1,0.2,202.3,124.93319999999999,624.6659999999999,124.9332,422.36599999999993
ORD0000060,CUST00244,PROD00153,2022-08-19,Completed,4,133.76,0.03,Economy,CarrierC,2022-08-24,2022-08-25,Late,1,0.2,133.0,129.7472,518.9888,103.79776,385.98879999999997
ORD0000061,CUST00025,PROD00053,2024-09-20,Completed,6,316.61,0.25,Same Day,CarrierC,2024-09-23,2024-09-24,Late,1,0.22,1129.1999999999998,237.4575,1424.7450000000001,313.44390000000004,295.5450000000003
ORD0000062,CUST00090,PROD00149,2022-03-23,Completed,3,74.36,0.12,Standard,CarrierE,2022-03-27,2022-03-30,Late,1,0.2,45.12,65.4368,196.31040000000002,39.262080000000005,151.1904
ORD0000063,CUST00075,PROD00102,2024-08-15,Completed,8,211.15,0.12,Same Day,CarrierC,2024-08-18,2024-08-22,Late,1,0.1,1032.8,185.812,1486.496,148.64960000000002,453.69600000000014
ORD0000064,CUST00294,PROD00194,2022-08-05,Completed,1,246.03,0.07,Same Day,CarrierA,2022-08-09,2022-08-13,Late,1,0.2,128.45,228.8079,228.8079,45.76158,100.3579
ORD0000065,CUST00386,PROD00113,2022-12-01,Pending,8,194.97,0.1,Same Day,CarrierD,2022-12-04,2022-12-04,On Time,0,0.2,1490.32,175.473,1403.784,280.75680000000006,-86.53599999999983
ORD0000066,CUST00391,PROD00032,2023-07-13,Completed,6,116.13,0.19,Express,CarrierE,2023-07-16,2023-07-20,Late,1,0.0,229.5,94.06530000000001,564.3918000000001,0.0,334.8918000000001
ORD0000067,CUST00210,PROD00021,2024-05-13,Completed,10,224.66,0.02,Express,CarrierB,2024-05-14,2024-05-16,Late,1,0.19,1243.1,220.1668,2201.668,418.31692000000004,958.5680000000002
ORD0000068,CUST00475,PROD00196,2024-05-23,Cancelled,5,213.06,0.07,Express,CarrierE,2024-05-26,2024-05-29,Late,1,0.19,365.5,198.14579999999998,990.7289999999999,188.23851,625.2289999999999
ORD0000069,CUST00418,PROD00172,2024-01-23,Completed,3,15.87,0.09,Same Day,CarrierD,2024-01-27,2024-01-27,On Time,0,0.2,24.69,14.441699999999999,43.3251,8.66502,18.635099999999998
ORD0000070,CUST00347,PROD00083,2023-11-21,Completed,6,128.99,0.06,Economy,CarrierA,2023-11-24,2023-11-28,Late,1,0.2,417.18,121.2506,727.5036,145.50072,310.3236
ORD0000071,CUST00017,PROD00194,2023-08-17,Completed,6,246.03,0.05,Same Day,CarrierC,2023-08-23,2023-08-27,Late,1,0.2,770.6999999999999,233.7285,1402.371,280.47420000000005,631.6710000000002
ORD0000072,CUST00128,PROD00014,2024-03-09,Completed,5,83.93,0.25,Economy,CarrierD,2024-03-13,2024-03-14,Late,1,0.2,232.04999999999998,62.947500000000005,314.7375,62.947500000000005,82.68750000000003
ORD0000073,CUST00427,PROD00015,2023-12-05,Completed,4,148.73,0.2,Same Day,CarrierD,2023-12-06,2023-12-07,Late,1,0.0,161.84,118.984,475.936,0.0,314.096
ORD0000074,CUST00443,PROD00148,2024-07-13,Completed,10,114.59,0.05,Standard,CarrierD,2024-07-18,2024-07-19,Late,1,0.1,1030.2,108.8605,1088.605,108.8605,58.40499999999997
ORD0000075,CUST00364,PROD00034,2023-10-17,Pending,8,266.45,0.22,Standard,CarrierE,2023-10-20,2023-10-21,Late,1,0.2,1520.24,207.831,1662.648,332.5296,142.4079999999999
ORD0000076,CUST00251,PROD00164,2024-04-05,Completed,4,193.59,0.1,Same Day,CarrierD,2024-04-08,2024-04-11,Late,1,0.2,437.92,174.231,696.924,139.3848,259.00399999999996
ORD0000077,CUST00179,PROD00083,2024-03-01,Completed,8,128.99,0.02,Same Day,CarrierB,2024-03-07,2024-03-09,Late,1,0.25,556.24,126.4102,1011.2816,252.8204,455.0416
ORD0000078,CUST00182,PROD00009,2024-07-22,Completed,6,127.95,0.15,Economy,CarrierC,2024-07-25,2024-07-26,Late,1,0.1,733.3199999999999,108.7575,652.545,65.2545,-80.77499999999998
ORD0000079,CUST00152,PROD00199,2023-07-07,Completed,6,291.86,0.13,Economy,CarrierB,2023-07-10,2023-07-12,Late,1,0.0,1067.8799999999999,253.9182,1523.5092,0.0,455.6292000000001
ORD0000080,CUST00025,PROD00158,2023-04-04,Completed,4,243.46,0.11,Same Day,CarrierC,2023-04-09,2023-04-13,Late,1,0.22,614.08,216.67940000000002,866.7176000000001,190.677872,252.63760000000002
ORD0000081,CUST00455,PROD00077,2024-02-22,Completed,6,276.15,0.05,Economy,CarrierD,2024-02-25,2024-02-28,Late,1,0.19,932.4000000000001,262.3425,1574.0549999999998,299.07045,641.6549999999997
ORD0000082,CUST00180,PROD00191,2022-03-28,Pending,5,171.78,0.19,Economy,CarrierE,2022-04-03,2022-04-03,On Time,0,0.1,115.8,139.14180000000002,695.7090000000001,69.57090000000001,579.9090000000001
ORD0000083,CUST00198,PROD00163,2023-05-30,Completed,5,199.99,0.13,Economy,CarrierB,2023-06-04,2023-06-04,On Time,0,0.2,642.6999999999999,173.9913,869.9565,173.99130000000002,227.25650000000007
ORD0000084,CUST00344,PROD00141,2023-12-24,Completed,4,268.96,0.21,Standard,CarrierB,2023-12-29,2024-01-01,Late,1,0.2,770.72,212.4784,849.9136,169.98272,79.19359999999995
ORD0000085,CUST00161,PROD00174,2023-05-28,Completed,5,153.21,0.05,Economy,CarrierB,2023-05-29,2023-05-29,On Time,0,0.2,245.85000000000002,145.5495,727.7475,145.5495,481.8974999999999
ORD0000086,CUST00177,PROD00184,2024-09-10,Completed,6,308.31,0.24,Same Day,CarrierD,2024-09-13,2024-09-14,Late,1,0.19,1056.48,234.31560000000002,1405.8936,267.11978400000004,349.4136000000001
ORD0000087,CUST00285,PROD00009,2023-08-10,Completed,5,127.95,0.17,Same Day,CarrierE,2023-08-15,2023-08-16,Late,1,0.1,611.1,106.1985,530.9925,53.09925,-80.10750000000007
ORD0000088,CUST00063,PROD00036,2023-04-23,Completed,6,272.4,0.12,Standard,CarrierA,2023-04-29,2023-05-03,Late,1,0.2,975.8399999999999,239.712,1438.272,287.6544,462.432
ORD0000089,CUST00491,PROD00117,2023-05-13,Completed,2,226.02,0.19,Express,CarrierE,2023-05-14,2023-05-16,Late,1,0.1,323.44,183.07620000000003,366.15240000000006,36.61524000000001,42.71240000000006
ORD0000090,CUST00150,PROD00003,2024-06-25,Completed,5,176.18,0.15,Economy,CarrierA,2024-06-29,2024-07-03,Late,1,0.25,738.7,149.75300000000001,748.7650000000001,187.19125000000003,10.065000000000055
ORD0000091,CUST00154,PROD00019,2024-08-13,Completed,6,188.43,0.11,Express,CarrierA,2024-08-14,2024-08-14,On Time,0,0.2,535.38,167.70270000000002,1006.2162000000001,201.24324000000001,470.8362000000001
ORD0000092,CUST00156,PROD00156,2024-01-13,Completed,1,150.35,0.19,Standard,CarrierC,2024-01-18,2024-01-19,Late,1,0.2,52.2,121.7835,121.7835,24.356700000000004,69.5835
ORD0000093,CUST00370,PROD00023,2023-03-25,Completed,7,80.55,0.08,Economy,CarrierC,2023-03-26,2023-03-27,Late,1,0.2,433.78999999999996,74.106,518.742,103.7484,84.952
ORD0000094,CUST00469,PROD00104,2023-08-11,Completed,7,201.6,0.01,Express,CarrierE,2023-08-15,2023-08-15,On Time,0,0.18,729.19,199.584,1397.088,251.47583999999998,667.8979999999999
ORD0000095,CUST00049,PROD00135,2022-09-17,Pending,3,200.54,0.2,Same Day,CarrierA,2022-09-18,2022-09-19,Late,1,0.2,566.61,160.43200000000002,481.29600000000005,96.25920000000002,-85.31399999999996
ORD0000096,CUST00455,PROD00105,2023-06-21,Completed,2,292.26,0.07,Standard,CarrierA,2023-06-23,2023-06-26,Late,1,0.19,363.96,271.80179999999996,543.6035999999999,103.28468399999998,179.64359999999994
ORD0000097,CUST00337,PROD00142,2022-07-19,Pending,10,127.75,0.15,Same Day,CarrierC,2022-07-25,2022-07-28,Late,1,0.21,541.0,108.58749999999999,1085.875,228.03375,544.875
ORD0000098,CUST00084,PROD00046,2023-04-08,Completed,5,273.8,0.22,Standard,CarrierA,2023-04-12,2023-04-16,Late,1,0.21,670.95,213.56400000000002,1067.8200000000002,224.24220000000003,396.8700000000001
ORD0000099,CUST00361,PROD00143,2024-07-27,Completed,7,132.07,0.06,Standard,CarrierA,2024-07-31,2024-07-31,On Time,0,0.0,713.7199999999999,124.14579999999998,869.0205999999998,0.0,155.30059999999992
ORD0000100,CUST00177,PROD00195,2022-04-04,Completed,5,125.53,0.22,Economy,CarrierA,2022-04-06,2022-04-06,On Time,0,0.19,355.55,97.91340000000001,489.56700000000006,93.01773000000001,134.01700000000005
ORD0000101,CUST00148,PROD00015,2024-07-24,Completed,3,148.73,0.04,Economy,CarrierA,2024-07-29,2024-07-29,On Time,0,0.1,121.38,142.78079999999997,428.3423999999999,42.834239999999994,306.9623999999999
ORD0000102,CUST00118,PROD00051,2022-12-18,Completed,5,241.77,0.06,Standard,CarrierE,2022-12-23,2022-12-23,On Time,0,0.0,970.3499999999999,227.2638,1136.319,0.0,165.96900000000005
ORD0000103,CUST00342,PROD00110,2022-04-18,Completed,3,64.28,0.14,Standard,CarrierE,2022-04-19,2022-04-22,Late,1,0.1,60.03,55.2808,165.8424,16.58424,105.8124
ORD0000104,CUST00476,PROD00008,2022-12-21,Completed,5,275.11,0.13,Same Day,CarrierB,2022-12-26,2022-12-29,Late,1,0.1,869.5,239.34570000000002,1196.7285000000002,119.67285000000003,327.22850000000017
ORD0000105,CUST00063,PROD00069,2023-04-14,Completed,5,76.67,0.22,Express,CarrierD,2023-04-17,2023-04-19,Late,1,0.2,97.69999999999999,59.802600000000005,299.01300000000003,59.80260000000001,201.31300000000005
ORD0000106,CUST00189,PROD00190,2022-04-05,Completed,5,174.15,0.06,Express,CarrierD,2022-04-07,2022-04-09,Late,1,0.2,260.79999999999995,163.701,818.505,163.70100000000002,557.705
ORD0000107,CUST00360,PROD00179,2024-05-17,Completed,8,310.76,0.24,Same Day,CarrierB,2024-05-18,2024-05-22,Late,1,0.1,1501.28,236.17759999999998,1889.4207999999999,188.94208,388.1407999999999
ORD0000108,CUST00049,PROD00063,2022-04-01,Completed,6,191.91,0.15,Express,CarrierC,2022-04-07,2022-04-11,Late,1,0.2,999.5999999999999,163.1235,978.741,195.7482,-20.858999999999924
ORD0000109,CUST00327,PROD00068,2022-02-13,Pending,6,268.29,0.16,Economy,CarrierE,2022-02-15,2022-02-16,Late,1,0.0,968.58,225.36360000000002,1352.1816000000001,0.0,383.6016000000001
ORD0000110,CUST00257,PROD00144,2023-04-01,Cancelled,6,131.58,0.0,Express,CarrierE,2023-04-07,2023-04-09,Late,1,0.25,382.02,131.58,789.48,197.37,407.46000000000004
ORD0000111,CUST00224,PROD00152,2024-08-12,Completed,4,180.9,0.25,Economy,CarrierA,2024-08-18,2024-08-21,Late,1,0.18,206.84,135.675,542.7,97.686,335.86
ORD0000112,CUST00141,PROD00006,2023-01-19,Completed,4,41.75,0.09,Standard,CarrierE,2023-01-22,2023-01-25,Late,1,0.25,141.68,37.9925,151.97,37.9925,10.289999999999992
ORD0000113,CUST00478,PROD00119,2022-01-23,Completed,6,206.73,0.12,Economy,CarrierD,2022-01-26,2022-01-29,Late,1,0.1,1074.3000000000002,181.92239999999998,1091.5344,109.15344,17.234399999999823
ORD0000114,CUST00215,PROD00057,2023-12-03,Completed,4,163.0,0.01,Express,CarrierC,2023-12-07,2023-12-08,Late,1,0.22,89.04,161.37,645.48,142.00560000000002,556.44
ORD0000115,CUST00435,PROD00031,2022-01-23,Completed,6,243.72,0.12,Economy,CarrierD,2022-01-27,2022-01-27,On Time,0,0.22,740.8199999999999,214.4736,1286.8416,283.105152,546.0216
ORD0000116,CUST00379,PROD00006,2022-08-22,Completed,6,41.75,0.02,Economy,CarrierA,2022-08-26,2022-08-28,Late,1,0.19,212.52,40.915,245.49,46.643100000000004,32.97
ORD0000117,CUST00440,PROD00157,2023-11-29,Completed,4,144.91,0.24,Standard,CarrierE,2023-11-30,2023-12-02,Late,1,0.22,544.28,110.13159999999999,440.52639999999997,96.915808,-103.7536
ORD0000118,CUST00211,PROD00067,2022-11-07,Completed,4,138.55,0.21,Standard,CarrierE,2022-11-13,2022-11-15,Late,1,0.1,129.92,109.45450000000001,437.81800000000004,43.781800000000004,307.898
ORD0000119,CUST00318,PROD00131,2023-02-21,Completed,5,143.02,0.18,Economy,CarrierE,2023-02-25,2023-02-28,Late,1,0.1,432.0,117.27640000000002,586.3820000000001,58.63820000000001,154.38200000000006
ORD0000120,CUST00032,PROD00156,2022-11-29,Completed,7,150.35,0.13,Express,CarrierC,2022-12-02,2022-12-05,Late,1,0.18,365.40000000000003,130.8045,915.6315,164.81366999999997,550.2314999999999
ORD0000121,CUST00158,PROD00074,2023-07-29,Completed,6,301.43,0.2,Economy,CarrierE,2023-08-04,2023-08-07,Late,1,0.21,984.06,241.144,1446.864,303.84144,462.8040000000001
ORD0000122,CUST00285,PROD00114,2022-04-13,Completed,7,307.16,0.04,Express,CarrierE,2022-04-17,2022-04-18,Late,1,0.1,1138.0600000000002,294.8736,2064.1152,206.41152000000002,926.0552
ORD0000123,CUST00305,PROD00097,2023-05-15,Completed,6,223.58,0.03,Standard,CarrierB,2023-05-19,2023-05-23,Late,1,0.1,641.58,216.8726,1301.2356,130.12356,659.6555999999999
ORD0000124,CUST00429,PROD00176,2024-04-07,Completed,4,90.25,0.0,Standard,CarrierB,2024-04-13,2024-04-16,Late,1,0.1,156.0,90.25,361.0,36.1,205.0
ORD0000125,CUST00477,PROD00080,2023-04-28,Completed,5,147.98,0.13,Standard,CarrierB,2023-04-30,2023-05-02,Late,1,0.19,137.95,128.74259999999998,643.713,122.30547,505.763
ORD0000126,CUST00286,PROD00123,2022-07-08,Completed,4,167.74,0.17,Standard,CarrierD,2022-07-10,2022-07-11,Late,1,0.2,268.04,139.2242,556.8968,111.37936,288.85679999999996
ORD0000127,CUST00144,PROD00138,2024-04-27,Completed,4,249.12,0.08,Standard,CarrierE,2024-05-01,2024-05-04,Late,1,0.0,568.36,229.1904,916.7616,0.0,348.40160000000003
ORD0000128,CUST00424,PROD00033,2023-04-05,Completed,5,106.34,0.01,Economy,CarrierA,2023-04-07,2023-04-09,Late,1,0.1,88.45,105.2766,526.383,52.63830000000001,437.93300000000005
ORD0000129,CUST00019,PROD00195,2022-07-08,Completed,3,125.53,0.02,Standard,CarrierD,2022-07-14,2022-07-18,Late,1,0.2,213.32999999999998,123.0194,369.0582,73.81164,155.72820000000002
ORD0000130,CUST00018,PROD00197,2022-12-17,Completed,7,276.03,0.04,Standard,CarrierD,2022-12-19,2022-12-22,Late,1,0.2,1025.92,264.98879999999997,1854.9215999999997,370.98431999999997,829.0015999999996
ORD0000131,CUST00257,PROD00140,2023-08-04,Completed,5,213.69,0.11,Express,CarrierD,2023-08-08,2023-08-10,Late,1,0.25,972.5,190.1841,950.9205,237.730125,-21.579500000000053
